,iso_code,country,Year,co2,consumption_co2,co2_growth_prct,co2_growth_abs,trade_co2,co2_per_capita,consumption_co2_per_capita,share_global_co2,cumulative_co2,share_global_cumulative_co2,co2_per_gdp,consumption_co2_per_gdp,co2_per_unit_energy,coal_co2,cement_co2,flaring_co2,gas_co2,oil_co2,other_industry_co2,cement_co2_per_capita,coal_co2_per_capita,flaring_co2_per_capita,gas_co2_per_capita,oil_co2_per_capita,other_co2_per_capita,trade_co2_share,share_global_cement_co2,share_global_coal_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_other_co2,cumulative_cement_co2,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_oil_co2,cumulative_other_co2,share_global_cumulative_cement_co2,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,total_ghg,ghg_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,population,gdp,primary_energy_consumption,energy_per_capita,energy_per_gdp,Urban population (% of total population),Urban population,Urban population growth (annual %),"Population, total",Population growth (annual %),Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),"Prevalence of underweight, weight for age (% of children under 5)","Community health workers (per 1,000 people)","Mortality rate, under-5 (per 1,000 live births)","Primary completion rate, total (% of relevant age group)","School enrollment, primary and secondary (gross), gender parity index (GPI)","Agriculture, forestry, and fishing, value added (% of GDP)",CPIA public sector management and institutions cluster average (1=low to 6=high),Ease of doing business rank (1=most business-friendly regulations),Terrestrial and marine protected areas (% of total territorial area),Marine protected areas (% of territorial waters),Terrestrial protected areas (% of total land area),"Annual freshwater withdrawals, total (% of internal resources)","Annual freshwater withdrawals, total (billion cubic meters)",Population in urban agglomerations of more than 1 million (% of total population),Population living in areas where elevation is below 5 meters (% of total population),Urban population living in areas where elevation is below 5 meters (% of total population),Rural population living in areas where elevation is below 5 meters (% of total population),"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",GHG net emissions/removals by LUCF (Mt of CO2 equivalent),Disaster risk reduction progress score (1-5 scale; 5=best),SF6 gas emissions (thousand metric tons of CO2 equivalent),PFC gas emissions (thousand metric tons of CO2 equivalent),Nitrous oxide emissions (% change from 1990),Nitrous oxide emissions (thousand metric tons of CO2 equivalent),Methane emissions (% change from 1990),Methane emissions (kt of CO2 equivalent),HFC gas emissions (thousand metric tons of CO2 equivalent),Total greenhouse gas emissions (% change from 1990),Total greenhouse gas emissions (kt of CO2 equivalent),Other greenhouse gas emissions (% change from 1990),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",CO2 emissions from solid fuel consumption (% of total),CO2 emissions from solid fuel consumption (kt),CO2 emissions (kg per 2017 PPP $ of GDP),CO2 emissions (kg per PPP $ of GDP),CO2 emissions (metric tons per capita),CO2 emissions from liquid fuel consumption (% of total),CO2 emissions from liquid fuel consumption (kt),CO2 emissions (kt),CO2 emissions (kg per 2015 US$ of GDP),CO2 emissions from gaseous fuel consumption (% of total),CO2 emissions from gaseous fuel consumption (kt),CO2 intensity (kg per kg of oil equivalent energy use),Energy use (kg of oil equivalent per capita),Electric power consumption (kWh per capita),"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",Renewable energy consumption (% of total final energy consumption),"Electricity production from renewable sources, excluding hydroelectric (% of total)","Electricity production from renewable sources, excluding hydroelectric (kWh)",Renewable electricity output (% of total electricity output),Electricity production from oil sources (% of total),Electricity production from nuclear sources (% of total),Electricity production from natural gas sources (% of total),Electricity production from hydroelectric sources (% of total),Electricity production from coal sources (% of total),Access to electricity (% of population),"Foreign direct investment, net inflows (% of GDP)",Cereal yield (kg per hectare),Average precipitation in depth (mm per year),Agricultural irrigated land (% of total agricultural land),Forest area (% of land area),Forest area (sq. km),Land area where elevation is below 5 meters (% of total land area),Urban land area where elevation is below 5 meters (% of total land area),Urban land area where elevation is below 5 meters (sq. km),Rural land area where elevation is below 5 meters (% of total land area),Rural land area where elevation is below 5 meters (sq. km),Arable land (% of land area),Agricultural land (% of land area),Agricultural land (sq. km)
0,CHN,China,1899,0.095,,,,,0.0,,0.01,0.095,0.0,,,,0.095,,,,,,,0.0,,,,,,,0.01,,,,,,0.095,,,,,,0.0,,,,,,,,,,,399421783.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,CHN,China,1900,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401579661.0,388800000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,CHN,China,1901,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403786465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,CHN,China,1902,0.095,,0.0,,,0.0,,0.0,0.191,0.0,,,,0.095,,,,,,,0.0,,,,,,,0.0,,,,,,0.191,,,,,,0.0,,,,,,,,,,,406042669.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,CHN,China,1903,1.964,,1961.54,1.869,,0.005,,0.09,2.154,0.0,,,,1.964,,,,,,,0.005,,,,,,,0.09,,,,,,2.154,,,,,,0.0,,,,,,,,,,,408348748.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,CHN,China,1904,2.088,,6.34,0.125,,0.005,,0.09,4.243,0.01,,,,2.088,,,,,,,0.005,,,,,,,0.1,,,,,,4.243,,,,,,0.01,,,,,,,,,,,410667922.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,CHN,China,1905,2.297,,10.0,0.209,,0.006,,0.09,6.54,0.01,,,,2.297,,,,,,,0.006,,,,,,,0.1,,,,,,6.54,,,,,,0.01,,,,,,,,,,,413000265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,CHN,China,1906,17.111,,644.82,14.814,,0.041,,0.67,23.651,0.04,,,,17.111,,,,,,,0.041,,,,,,,0.7,,,,,,23.651,,,,,,0.04,,,,,,,,,,,415345852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CHN,China,1907,16.84,,-1.58,-0.271,,0.04,,0.58,40.491,0.07,,,,16.84,,,,,,,0.04,,,,,,,0.61,,,,,,40.491,,,,,,0.07,,,,,,,,,,,417704759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,CHN,China,1908,22.731,,34.99,5.892,,0.054,,0.82,63.222,0.1,,,,22.731,,,,,,,0.054,,,,,,,0.87,,,,,,63.222,,,,,,0.1,,,,,,,,,,,420077060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CHN,China,1909,20.837,,-8.33,-1.894,,0.049,,0.72,84.059,0.13,,,,20.837,,,,,,,0.049,,,,,,,0.76,,,,,,84.059,,,,,,0.13,,,,,,,,,,,422922872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,CHN,China,1910,18.749,,-10.02,-2.088,,0.044,,0.62,102.808,0.15,,,,18.749,,,,,,,0.044,,,,,,,0.66,,,,,,102.808,,,,,,0.15,,,,,,,,,,,426250021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,CHN,China,1911,27.846,,48.52,9.098,,0.065,,0.9,130.655,0.18,0.072,,,27.846,,,,,,,0.065,,,,,,,0.96,,,,,,130.655,,,,,,0.18,,,,,,,,,,,430066435.0,387034110000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,CHN,China,1912,9.787,,-64.86,-18.06,,0.022,,0.3,140.441,0.18,,,,9.787,,,,,,,0.022,,,,,,,0.32,,,,,,140.441,,,,,,0.19,,,,,,,,,,,434380144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,CHN,China,1913,10.758,,9.92,0.971,,0.024,,0.31,151.199,0.19,0.025,,,10.758,,,,,,,0.024,,,,,,,0.33,,,,,,151.199,,,,,,0.2,,,,,,,,,,,439199283.0,430582900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,CHN,China,1914,15.107,,40.43,4.349,,0.034,,0.48,166.305,0.2,,,,15.107,,,,,,,0.034,,,,,,,0.51,,,,,,166.305,,,,,,0.21,,,,,,,,,,,444071884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,CHN,China,1915,16.089,,6.5,0.982,,0.036,,0.51,182.394,0.21,,,,16.089,,,,,,,0.036,,,,,,,0.56,,,,,,182.394,,,,,,0.22,,,,,,,,,,,448998541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,CHN,China,1916,17.965,,11.66,1.876,,0.04,,0.53,200.359,0.22,,,,17.965,,,,,,,0.04,,,,,,,0.58,,,,,,200.359,,,,,,0.23,,,,,,,,,,,453979853.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,CHN,China,1917,19.852,,10.5,1.887,,0.043,,0.56,220.21,0.24,,,,19.852,,,,,,,0.043,,,,,,,0.61,,,,,,220.21,,,,,,0.25,,,,,,,,,,,459016426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,CHN,China,1918,21.042,,6.0,1.191,,0.045,,0.6,241.252,0.25,,,,21.042,,,,,,,0.045,,,,,,,0.66,,,,,,241.252,,,,,,0.26,,,,,,,,,,,464075232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,CHN,China,1919,24.256,,15.27,3.213,,0.052,,0.8,265.508,0.27,,,,24.256,,,,,,,0.052,,,,,,,0.9,,,,,,265.508,,,,,,0.28,,,,,,,,,,,468480579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,CHN,China,1920,26.769,,10.36,2.514,,0.057,,0.76,292.277,0.28,,,,26.769,,,,,,,0.057,,,,,,,0.86,,,,,,292.277,,,,,,0.3,,,,,,,,,,,472222750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,CHN,China,1921,25.289,,-5.53,-1.48,,0.053,,0.82,317.566,0.3,,,,25.289,,,,,,,0.053,,,,,,,0.95,,,,,,317.566,,,,,,0.31,,,,,,,,,,,475291915.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,CHN,China,1922,26.634,,5.32,1.345,,0.056,,0.83,344.2,0.31,,,,26.634,,,,,,,0.056,,,,,,,0.97,,,,,,344.2,,,,,,0.33,,,,,,,,,,,477678125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,CHN,China,1923,32.152,,20.72,5.518,,0.067,,0.88,376.351,0.33,,,,32.152,,,,,,,0.067,,,,,,,1.03,,,,,,376.351,,,,,,0.35,,,,,,,,,,,479371311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,CHN,China,1924,35.094,,9.15,2.942,,0.073,,0.96,411.445,0.35,,,,35.094,,,,,,,0.073,,,,,,,1.12,,,,,,411.445,,,,,,0.37,,,,,,,,,,,481070499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,CHN,China,1925,33.221,,-5.34,-1.872,,0.069,,0.89,444.667,0.37,,,,33.221,,,,,,,0.069,,,,,,,1.06,,,,,,444.667,,,,,,0.39,,,,,,,,,,,482775710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,CHN,China,1926,29.59,,-10.93,-3.631,,0.061,,0.81,474.257,0.38,,,,29.583,,,,0.007,,,0.061,,,0.0,,,,0.96,,,0.0,,,474.25,,,0.007,,,0.41,,,0.0,,,,,,,,484486965.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,CHN,China,1927,33.526,,13.3,3.935,,0.069,,0.84,507.783,0.4,,,,33.515,,,,0.011,,,0.069,,,0.0,,,,1.0,,,0.0,,,507.764,,,0.018,,,0.43,,,0.0,,,,,,,,486204286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,CHN,China,1928,34.108,,1.74,0.582,,0.07,,0.86,541.89,0.41,,,,34.057,0.04,,,0.011,,0.0,0.07,,,0.0,,,0.11,1.03,,,0.0,,0.04,541.821,,,0.029,,0.05,0.44,,,0.0,,,,,,,,487927695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,CHN,China,1929,35.804,,4.97,1.697,,0.073,,0.84,577.695,0.42,0.073,,,35.717,0.077,,,0.011,,0.0,0.073,,,0.0,,,0.21,1.02,,,0.0,,0.116,577.538,,,0.04,,0.1,0.46,,,0.0,,,,,,,,489891377.0,488734819000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,CHN,China,1930,37.908,,5.88,2.104,,0.077,,0.97,615.603,0.44,0.077,,,37.681,0.073,,,0.154,,0.0,0.077,,,0.0,,,0.21,1.18,,,0.03,,0.19,615.219,,,0.194,,0.12,0.48,,,0.0,,,,,,,,492097572.0,494868000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,CHN,China,1931,40.241,,6.15,2.333,,0.081,,1.15,655.843,0.46,0.08,,,39.956,0.098,,,0.187,,0.0,0.081,,,0.0,,,0.32,1.42,,,0.03,,0.288,655.175,,,0.381,,0.15,0.5,,,0.0,,,,,,,,494548536.0,500029600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,CHN,China,1932,38.585,,-4.12,-1.656,,0.078,,1.22,694.428,0.47,0.075,,,38.289,0.08,,,0.216,,0.0,0.077,,,0.0,,,0.32,1.53,,,0.04,,0.367,693.463,,,0.597,,0.17,0.51,,,0.01,,,,,,,,497246541.0,515662973000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,CHN,China,1933,42.194,,9.36,3.61,,0.084,,1.27,736.622,0.49,0.091,,,41.814,0.113,,,0.267,,0.0,0.084,,,0.0,,,0.48,1.59,,,0.05,,0.48,735.277,,,0.865,,0.21,0.54,,,0.01,,,,,,,,500193876.0,461500000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,CHN,China,1934,49.254,,16.73,7.06,,0.098,,1.36,785.876,0.51,0.105,,,48.874,0.098,,,0.282,,0.0,0.097,,,0.001,,,0.34,1.71,,,0.05,,0.578,784.151,,,1.147,,0.22,0.56,,,0.01,,,,,,,,503158681.0,470972743000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,CHN,China,1935,57.597,,16.94,8.342,,0.114,,1.52,843.473,0.54,0.113,,,57.008,0.156,,,0.432,,0.0,0.113,,,0.001,,,0.49,1.91,,,0.06,,0.735,841.159,,,1.579,,0.25,0.59,,,0.01,,,,,,,,506141059.0,508829044000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,CHN,China,1936,64.955,,12.78,7.359,,0.128,,1.56,908.428,0.56,0.12,,,64.017,0.428,,,0.509,,0.001,0.126,,,0.001,,,1.11,1.96,,,0.07,,1.163,905.177,,,2.088,,0.35,0.62,,,0.02,,,,,,,,509141114.0,540976335000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,CHN,China,1937,60.491,,-6.87,-4.465,,0.118,,1.36,968.919,0.58,0.115,,,59.459,0.438,,,0.594,,0.001,0.116,,,0.001,,,1.07,1.72,,,0.07,,1.601,964.636,,,2.682,,0.43,0.64,,,0.02,,,,,,,,512158952.0,528001760000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,CHN,China,1938,55.303,,-8.58,-5.188,,0.107,,1.32,1024.221,0.6,0.107,,,54.458,0.009,,,0.835,,0.0,0.106,,,0.002,,,0.02,1.69,,,0.1,,1.61,1019.094,,,3.517,,0.39,0.67,,,0.02,,,,,,,,515194677.0,514876008000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,CHN,China,1939,67.113,,21.36,11.811,,0.13,,1.51,1091.335,0.62,,,,65.71,0.223,,,1.18,,0.0,0.127,,,0.002,,,0.63,1.92,,,0.14,,1.833,1084.804,,,4.697,,0.41,0.69,,,0.03,,,,,,,,518180790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,CHN,China,1940,86.047,,28.21,18.933,,0.165,,1.77,1177.381,0.66,,,,83.979,0.272,,,1.795,,0.0,0.161,,,0.003,,,0.87,2.22,,,0.21,,2.106,1168.783,,,6.493,,0.44,0.73,,,0.04,,,,,,,,521116640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,CHN,China,1941,107.518,,24.95,21.471,,0.205,,2.17,1284.899,0.7,,,,104.988,0.496,,,2.034,,0.001,0.2,,,0.004,,,1.15,2.71,,,0.23,,2.601,1273.771,,,8.526,,0.5,0.78,,,0.05,,,,,,,,524001569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,CHN,China,1942,113.741,,5.79,6.223,,0.216,,2.3,1398.639,0.74,,,,110.58,0.655,,,2.506,,0.001,0.21,,,0.005,,,1.71,2.84,,,0.3,,3.256,1384.351,,,11.032,,0.58,0.82,,,0.06,,,,,,,,526834916.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,CHN,China,1943,97.179,,-14.56,-16.562,,0.184,,1.93,1495.818,0.77,,,,95.586,0.64,,,0.953,,0.001,0.18,,,0.002,,,1.84,2.44,,,0.11,,3.896,1479.937,,,11.985,,0.65,0.86,,,0.06,,,,,,,,529616012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,CHN,China,1944,97.769,,0.61,0.59,,0.184,,1.91,1593.587,0.8,,,,96.664,0.49,,,0.616,,0.001,0.182,,,0.001,,,2.17,2.5,,,0.06,,4.386,1576.601,,,12.6,,0.71,0.9,,,0.06,,,,,,,,532411789.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,CHN,China,1945,50.347,,-48.5,-47.422,,0.094,,1.19,1643.934,0.81,,,,49.79,0.018,,,0.539,,0.0,0.093,,,0.001,,,0.08,1.66,,,0.05,,4.404,1626.391,,,13.139,,0.69,0.91,,,0.06,,,,,,,,535222325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,CHN,China,1946,31.259,,-37.91,-19.088,,0.058,,0.67,1675.193,0.8,,,,30.957,0.086,,,0.216,,0.0,0.058,,,0.0,,,0.24,0.96,,,0.02,,4.49,1657.348,,,13.355,,0.66,0.91,,,0.06,,,,,,,,538047697.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,CHN,China,1947,33.553,,7.34,2.294,,0.062,,0.65,1708.747,0.8,,,,33.218,0.174,,,0.161,,0.0,0.061,,,0.0,,,0.4,0.92,,,0.01,,4.664,1690.566,,,13.516,,0.65,0.91,,,0.06,,,,,,,,540887984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,CHN,China,1948,23.836,,-28.96,-9.717,,0.044,,0.44,1732.583,0.79,,,,23.53,0.083,,,0.224,,0.0,0.043,,,0.0,,,0.16,0.63,,,0.02,,4.747,1714.096,,,13.74,,0.61,0.9,,,0.06,,,,,,,,543743264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,CHN,China,1949,59.36,,149.03,35.524,,0.108,,1.13,1791.943,0.8,,,,58.723,0.275,,,0.363,,0.0,0.107,,,0.001,,,0.47,1.66,,,0.03,,5.021,1772.819,,,14.103,,0.6,0.92,,,0.05,,,,,,,,548239920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,CHN,China,1950,78.835,,32.81,19.475,,0.142,,1.31,1870.779,0.81,0.18,,,77.615,0.587,,0.015,0.619,,0.001,0.14,,0.0,0.001,,,0.88,2.01,,0.0,0.04,,5.608,1850.434,,0.015,14.722,,0.62,0.94,,0.0,0.05,,,,,,,,554419269.0,436905185000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,CHN,China,1951,102.115,,29.53,23.28,,0.179,,1.6,1972.894,0.83,0.193,,,100.133,1.036,,0.007,0.938,,0.002,0.176,,0.0,0.002,,,1.37,2.47,,0.0,0.05,,6.645,1950.567,,0.022,15.66,,0.68,0.97,,0.0,0.05,,,,,,,,569909108.0,529606000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,CHN,China,1952,127.999,,25.35,25.884,,0.22,,1.98,2100.893,0.86,0.215,,,125.444,1.203,,0.015,1.337,,0.002,0.215,,0.0,0.002,,,1.49,3.13,,0.0,0.07,,7.848,2076.011,,0.037,16.997,,0.74,1.01,,0.0,0.05,,,,,,,,582576497.0,595648770000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,CHN,China,1953,133.783,,4.52,5.784,,0.226,,2.01,2234.676,0.89,0.199,,,130.237,1.615,,0.022,1.909,,0.003,0.22,,0.0,0.003,,,1.8,3.22,,0.0,0.1,,9.463,2206.248,,0.059,18.906,,0.83,1.06,,0.0,0.06,,,,,,,,593365882.0,672668230000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,CHN,China,1954,160.877,,20.25,27.095,,0.267,,2.37,2395.553,0.93,0.258,,,155.592,1.915,,0.029,3.341,,0.003,0.258,,0.0,0.006,,,1.97,3.85,,0.01,0.16,,11.378,2361.84,,0.088,22.248,,0.92,1.11,,0.0,0.06,,,,,,,,603052316.0,624480190000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,CHN,China,1955,190.521,,18.43,29.644,,0.311,,2.56,2586.075,0.98,0.28,,,183.196,1.873,,0.033,5.419,,0.003,0.299,,0.0,0.009,,,1.74,4.19,,0.01,0.23,,13.251,2545.037,,0.121,27.667,,0.98,1.17,,0.0,0.07,,,,,,,,612241552.0,681084945000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,CHN,China,1956,215.824,,13.28,25.303,,0.347,,2.72,2801.899,1.03,0.292,,,205.023,2.66,,0.048,8.094,,0.004,0.33,,0.0,0.013,,,2.28,4.46,,0.01,0.32,,15.91,2750.059,,0.169,35.76,,1.09,1.24,,0.0,0.09,,,,,,,,621363233.0,738921885000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
